Description;Standard;GUID;Revision;Description3;Revision6;Code;ShortDescription;Description7;Position
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.3 _MFi;C00.3 Oberlippe, innerer Bereich;C00.3 Oberlippe, innerer Bereich;20
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.4 _o1V;C00.4 Lippenbändchen der Unterlippe, Frenulum der Oberlippe;C00.4 Lippenbändchen der Unterlippe, Frenulum der Oberlippe;25
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.4 _ptC;C00.4 Unterlippe, innerer Bereich;C00.4 Unterlippe, innerer Bereich;26
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.4 _qPh;C00.4 Schleimhaut der Unterlippe;C00.4 Schleimhaut der Unterlippe;23
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.5 _Cub;C00.5 Lippeninnenseite o.n.A.;C00.5 Lippeninnenseite o.n.A.;33
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.5 _GKZ;C00.5 Lippe, innerer Bereich o.n.A.;C00.5 Lippe, innerer Bereich o.n.A.;31
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.5 _V9q;C00.5 Lippenschleimhaut o.n.A.;C00.5 Lippenschleimhaut o.n.A.;29
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.5 _Y+H;C00.5 Lippenbändchen o.n.A., Frenulum labii o.n.A.;C00.5 Lippenbändchen o.n.A., Frenulum labii o.n.A.;32
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.6 _NYl;C00.6 Mundwinkel;C00.6 Mundwinkel;40
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.6 _s2n;C00.6 Lippenkommissur;C00.6 Lippenkommissur;38
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.8 _v2d;C00.8 Lippe, mehrere Teilbereiche überlappend;C00.8 Lippe, mehrere Teilbereiche überlappend;42
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C00.9 _gcs;C00.9 Lippe o.n.A.;C00.9 Lippe o.n.A.;44
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C01 Zu_6o+;C01 Zungengrund;C01 Zungengrund;46
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C01.9 _5/S;C01.9 Zungenwurzel;C01.9 Zungenwurzel;53
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C01.9 _bdz;C01.9 Hinterer Zungenanteil o.n.A.;C01.9 Hinterer Zungenanteil o.n.A.;50
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C01.9 _fF7;C01.9 Rücken des Zungengrundes;C01.9 Rücken des Zungengrundes;52
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C01.9 _inD;C01.9 Zungengrund o.n.A.;C01.9 Zungengrund o.n.A.;48
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C01.9 _QGX;C01.9 Hinteres Zungendrittel;C01.9 Hinteres Zungendrittel;51
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02 So_oNi;C02 Sonstige und nicht näher bezeichnete Teile der Zunge;C02 Sonstige und nicht näher bezeichnete Teile der Zunge;58
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.0 _aXq;C02.0 Dorsale Oberfläche der Zunge;C02.0 Dorsale Oberfläche der Zunge;60
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.0 _DNR;C02.0 Mittellinie der Zunge;C02.0 Mittellinie der Zunge;64
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.0 _gE9;C02.0 Dorsale Oberfläche der vorderen 2/3 der Zunge;C02.0 Dorsale Oberfläche der vorderen 2/3 der Zunge;62
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.0 _Wov;C02.0 Dorsale Oberfläche des vorderen Anteiles der Zunge;C02.0 Dorsale Oberfläche des vorderen Anteiles der Zunge;63
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.1 _WKH;C02.1 Zungenspitze;C02.1 Zungenspitze;70
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.1 _yUG;C02.1 Zungenrand;C02.1 Zungenrand;68
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.2 _bYU;C02.2 Frenulum linguae;C02.2 Frenulum linguae;74
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.2 _f9V;C02.2 Vordere 2/3 der Zunge, ventrale Oberfläche;C02.2 Vordere 2/3 der Zunge, ventrale Oberfläche;76
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.2 _fX1;C02.2 Ventrale Oberfläche der Zunge o.n.A.;C02.2 Ventrale Oberfläche der Zunge o.n.A.;72
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.2 _uBI;C02.2 Ventrale Oberfläche des vorderen Teiles der Zunge o.n.A.;C02.2 Ventrale Oberfläche des vorderen Teiles der Zunge o.n.A.;75
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.3 _5np;C02.3 Vordere 2/3 der Zunge;C02.3 Vordere 2/3 der Zunge;80
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.3 _sFa;C02.3 Vorderer Teil der Zunge o.n.A.;C02.3 Vorderer Teil der Zunge o.n.A.;82
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.4 _+tq;C02.4 Tonsilla lingualis;C02.4 Tonsilla lingualis;86
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.4 _Tzv;C02.4 Zungentonsille;C02.4 Zungentonsille;84
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.8 _oF2;C02.8 Verbindungszone der Zunge;C02.8 Verbindungszone der Zunge;90
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.8 _Zci;C02.8 Zunge, mehrere Bereiche überlappend;C02.8 Zunge, mehrere Bereiche überlappend;88
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.9 _Cym;C02.9 Lingua o.n.A.;C02.9 Lingua o.n.A.;94
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C02.9 _Y2X;C02.9 Zunge o.n.A.;C02.9 Zunge o.n.A.;92
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03 Za_+sO;C03 Zahnfleisch;C03 Zahnfleisch;96
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.0 _3kU;C03.0 Schleimhaut des Alveolarfortsatzes des Oberkiefers;C03.0 Schleimhaut des Alveolarfortsatzes des Oberkiefers;103
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.0 _CLC;C03.0 Oberkieferzahnfleisch;C03.0 Oberkieferzahnfleisch;98
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.0 _Dxr;C03.0 Alveole im Oberkiefer;C03.0 Alveole im Oberkiefer;101
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.0 _h6Z;C03.0 Schleimhaut des Zahndammes des Oberkiefers;C03.0 Schleimhaut des Zahndammes des Oberkiefers;104
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.0 _Idc;C03.0 Gingiva des Oberkiefers;C03.0 Gingiva des Oberkiefers;102
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.1 _ly7;C03.1 Unterkieferzahnfleisch;C03.1 Unterkieferzahnfleisch;109
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.1 _Ttd;C03.1 Alveole im Unterkiefer;C03.1 Alveole im Unterkiefer;111
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.1 _U7O;C03.1 Schleimhaut des Alveolarfortsatzes des Unterkiefers;C03.1 Schleimhaut des Alveolarfortsatzes des Unterkiefers;113
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.1 _VtP;C03.1 Gingiva des Unterkiefers;C03.1 Gingiva des Unterkiefers;112
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.1 _xgN;C03.1 Schleimhaut des Zahndammes des Unterkiefers;C03.1 Schleimhaut des Zahndammes des Unterkiefers;114
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.9 _6OT;C03.9 Alveolus o.n.A.;C03.9 Alveolus o.n.A.;121
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.9 _Aw4;C03.9 Zahndamm o.n.A.;C03.9 Zahndamm o.n.A.;124
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.9 _fNh;C03.9 Zahnfach;C03.9 Zahnfach;125
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.9 _hW8;C03.9 Schleimhaut des Alveolarfortsatzes o.n.A.;C03.9 Schleimhaut des Alveolarfortsatzes o.n.A.;123
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.9 _KcB;C03.9 Parodontales Gewebe;C03.9 Parodontales Gewebe;122
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C03.9 _xYc;C03.9 Zahnfleisch o.n.A.;C03.9 Zahnfleisch o.n.A.;119
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C04 Mu_qz9;C04 Mundboden;C04 Mundboden;131
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C04.0 _cqc;C04.0 Vorderer Teil des Mundbodens;C04.0 Vorderer Teil des Mundbodens;133
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C04.1 _S1V;C04.1 Seitlicher Teil des Mundbodens;C04.1 Seitlicher Teil des Mundbodens;135
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C04.8 _V9F;C04.8 Mundboden, mehrere Teilbereiche überlappend;C04.8 Mundboden, mehrere Teilbereiche überlappend;137
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C04.9 _7Ym;C04.9 Mundboden o.n.A.;C04.9 Mundboden o.n.A.;139
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C05 Gaumen;C05 Gaumen;C05 Gaumen;141
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C05.0 _6iE;C05.0 Harter Gaumen;C05.0 Harter Gaumen;143
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C05.1 _zM9;C05.1 Weicher Gaumen o.n.A.;C05.1 Weicher Gaumen o.n.A.;145
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C05.2 _0/V;C05.2 Uvula;C05.2 Uvula;147
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C05.8 _1Iq;C05.8 Übergangsbereich zwischen hartem und weichem Gaumen;C05.8 Übergangsbereich zwischen hartem und weichem Gaumen;151
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C05.8 _p6c;C05.8 Gaumen, mehrere Teilbereiche überlappend;C05.8 Gaumen, mehrere Teilbereiche überlappend;149
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C05.9 _GCF;C05.9 Gaumen o.n.A.;C05.9 Gaumen o.n.A.;153
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06 So_6zn;C06 Sonstige und nicht näher bezeichnete Teile des Mundes;C06 Sonstige und nicht näher bezeichnete Teile des Mundes;155
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.0 _nzV;C06.0 Mundschleimhaut;C06.0 Mundschleimhaut;159
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.0 _oF1;C06.0 Wangeninnenseite;C06.0 Wangeninnenseite;160
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.0 _seS;C06.0 Wangenschleimhaut;C06.0 Wangenschleimhaut;157
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.1 _DcU;C06.1 Sulcus buccomaxillaris;C06.1 Sulcus buccomaxillaris;166
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.1 _eHt;C06.1 Sulcus buccomandibularis;C06.1 Sulcus buccomandibularis;165
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.1 _JPb;C06.1 Vestibulum oris;C06.1 Vestibulum oris;163
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.2 _2bA;C06.2 Retromolarregion;C06.2 Retromolarregion;169
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.2 _NmG;C06.2 Retromolares Dreieck;C06.2 Retromolares Dreieck;171
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.2 _vCm;C06.2 Trigonum retromolare;C06.2 Trigonum retromolare;172
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.8 _2Ve;C06.8 Sonstige und nicht näher bezeichnete Teile des Mundes, mehrere Teilbereiche überlappend;C06.8 Sonstige und nicht näher bezeichnete Teile des Mundes, mehrere Teilbereiche überlappend;175
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.9 _+qT;C06.9 Mundhöhle;C06.9 Mundhöhle;181
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.9 _FAZ;C06.9 Glandulae salivariae minores o.n.A. (siehe Hinweis unter C08);C06.9 Glandulae salivariae minores o.n.A. (siehe Hinweis unter C08);179
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.9 _mSP;C06.9 Mukosa der Mundhöhle;C06.9 Mukosa der Mundhöhle;180
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C06.9 _vYh;C06.9 Mund o.n.A.;C06.9 Mund o.n.A.;177
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C07 Pa_7v6;C07 Parotis;C07 Parotis;185
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C07.9 _Ag1;C07.9 Parotis o.n.A.;C07.9 Parotis o.n.A.;189
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C07.9 _eXp;C07.9 Stensen-Gang, Ausführungsgang der Parotis;C07.9 Stensen-Gang, Ausführungsgang der Parotis;190
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C07.9 _v84;C07.9 Parotis;C07.9 Parotis;187
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C08 So_xCp;C08 Sonstige und nicht näher bezeichnete große Speicheldrüsen;C08 Sonstige und nicht näher bezeichnete große Speicheldrüsen;193
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C08.0 _kTT;C08.0 Glandula submaxillaris;C08.0 Glandula submaxillaris;197
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C08.0 _OO5;C08.0 Glandula submandibularis;C08.0 Glandula submandibularis;195
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C08.0 _ul+;C08.0 Wharton-Gang, Ausführungsgang der Glandula submaxillaris;C08.0 Wharton-Gang, Ausführungsgang der Glandula submaxillaris;198
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C08.1 _2MM;C08.1 Glandula sublingualis;C08.1 Glandula sublingualis;202
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C08.1 _h3E;C08.1 Ausführungsgang der Glandula sublingualis;C08.1 Ausführungsgang der Glandula sublingualis;204
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C08.8 _+/w;C08.8 Große Speicheldrüsen, mehrere Bereiche überlappend;C08.8 Große Speicheldrüsen, mehrere Bereiche überlappend;206
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C08.9 _D3f;C08.9 Große Speicheldrüsen o.n.A.;C08.9 Große Speicheldrüsen o.n.A.;208
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C08.9 _l2p;"C08.9 Speicheldrüse o.n.A. (Exkl.: Glandulae salivariae minores o.n.A. [C06.9]; siehe Hinweis unter C08)";"C08.9 Speicheldrüse o.n.A. (Exkl.: Glandulae salivariae minores o.n.A. [C06.9]; siehe Hinweis unter C08)";210
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C09 To_wNo;C09 Tonsille;C09 Tonsille;212
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C09.0 _VjL;C09.0 Fossa tonsillaris;C09.0 Fossa tonsillaris;214
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C09.1 _KKa;C09.1 Arcus palatopharyngeus;C09.1 Arcus palatopharyngeus;219
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C09.1 _ogL;C09.1 Arcus palatoglossus;C09.1 Arcus palatoglossus;218
ICD-O-3 topology codes;SIMPLE;d57ca376-12f2-408c-86ba-20199ee5ff79;19;ICD-O-3 Topologie 2019 (Revision 2);4;C09.1 _rVG;C09.1 Gaumenbogen;C09.1 Gaumenbogen;216
